11/26/2021 19:04:40,57.416
11/26/2021 19:09:40,57.586
11/26/2021 19:14:40,57.559
11/26/2021 19:19:40,57.437
11/26/2021 19:24:40,57.695
11/26/2021 19:29:40,57.729
11/26/2021 19:34:40,57.496
11/26/2021 19:39:40,57.609
11/26/2021 19:44:40,57.579
11/26/2021 19:49:40,57.41
11/26/2021 19:54:40,57.324
11/26/2021 19:59:40,57.548
11/26/2021 20:04:40,57.413
11/26/2021 20:09:40,57.308
11/26/2021 20:14:40,57.349
11/26/2021 20:19:40,57.525
11/26/2021 20:24:40,57.395
11/26/2021 20:29:40,57.435
11/26/2021 20:34:40,57.477
11/26/2021 20:39:40,57.333
11/26/2021 20:44:40,57.54
11/26/2021 20:49:40,57.375
11/26/2021 20:54:40,57.548
11/26/2021 20:59:40,57.441
11/26/2021 21:04:40,57.558
11/26/2021 21:09:40,57.487
11/26/2021 21:14:40,57.376
11/26/2021 21:19:40,57.486
11/26/2021 21:24:40,57.468
11/26/2021 21:29:40,57.426
11/26/2021 21:34:40,57.597
11/26/2021 21:39:40,57.509
11/26/2021 21:44:40,57.407
11/26/2021 21:49:40,57.375
11/26/2021 21:54:40,57.473
11/26/2021 21:59:40,57.628
11/26/2021 22:04:40,57.679
11/26/2021 22:09:40,57.372
11/26/2021 22:14:40,57.455
11/26/2021 22:19:40,57.492
11/26/2021 22:24:40,57.765
11/26/2021 22:29:40,57.947
11/26/2021 22:34:40,58.104
11/26/2021 22:39:40,58.122
11/26/2021 22:44:40,58.457
11/26/2021 22:49:40,58.754
11/26/2021 22:54:40,58.627
11/26/2021 22:59:40,59.176
11/26/2021 23:04:40,59.258
11/26/2021 23:09:40,58.686
11/26/2021 23:14:40,58.762
11/26/2021 23:19:40,59.04
11/26/2021 23:24:40,58.799
11/26/2021 23:29:40,58.813
11/26/2021 23:34:40,58.776
11/26/2021 23:39:40,58.903
11/26/2021 23:44:40,58.641
11/26/2021 23:49:40,58.856
11/26/2021 23:54:40,58.757
11/26/2021 23:59:40,58.607
11/27/2021 00:04:40,58.711
11/27/2021 00:09:40,58.888
11/27/2021 00:14:40,58.851
11/27/2021 00:19:40,58.717
11/27/2021 00:24:40,58.873
11/27/2021 00:29:40,58.668
11/27/2021 00:34:40,58.817
11/27/2021 00:39:40,58.76
11/27/2021 00:44:40,58.693
11/27/2021 00:49:40,58.859
11/27/2021 00:54:40,58.818
11/27/2021 00:59:40,58.825
11/27/2021 01:04:40,58.887
11/27/2021 01:09:40,58.734
11/27/2021 01:14:40,58.96
11/27/2021 01:19:40,58.885
11/27/2021 01:24:40,58.943
11/27/2021 01:29:40,58.926
11/27/2021 01:34:40,58.775
11/27/2021 01:39:40,58.637
11/27/2021 01:44:40,58.79
11/27/2021 01:49:40,58.877
11/27/2021 01:54:40,58.696
11/27/2021 01:59:40,58.73
